Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Jet Airways,Banglore,New Delhi,1.0,12295,12,3,9,45,16,0,6,15
Jet Airways,Banglore,Delhi,0.0,7229,27,5,19,50,22,50,3,0
Jet Airways,Mumbai,Hyderabad,0.0,3210,1,6,19,35,21,5,1,30
IndiGo,Delhi,Cochin,1.0,6412,9,6,16,10,22,30,6,20
Air India,Banglore,Delhi,0.0,6121,15,4,17,0,19,45,2,45
Air Asia,Banglore,New Delhi,0.0,3383,24,3,23,25,2,10,2,45
Vistara,Delhi,Cochin,0.0,5586,21,3,14,55,17,50,2,55
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,11,40,11,25,23,45
Jet Airways,Delhi,Cochin,2.0,18799,3,3,5,25,18,50,13,25
Jet Airways,Kolkata,Banglore,1.0,14781,15,5,6,30,20,45,14,15
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,20,0,16,20,20,20
IndiGo,Banglore,New Delhi,1.0,22153,1,3,19,35,0,35,5,0
Multiple carriers,Delhi,Cochin,1.0,13542,21,3,13,0,1,35,12,35
Jet Airways,Mumbai,Hyderabad,0.0,5678,6,5,19,35,21,5,1,30
IndiGo,Kolkata,Banglore,0.0,4804,12,6,15,15,17,45,2,30
Air Asia,Kolkata,Banglore,0.0,4409,21,5,9,45,12,15,2,30
Jet Airways,Kolkata,Banglore,1.0,14781,1,5,14,5,22,35,8,30
SpiceJet,Chennai,Kolkata,0.0,3597,24,5,8,20,10,35,2,15
IndiGo,Mumbai,Hyderabad,0.0,2754,12,6,19,5,20,35,1,30
SpiceJet,Kolkata,Banglore,0.0,3873,12,6,22,20,0,40,2,20
SpiceJet,Kolkata,Banglore,0.0,4174,24,5,17,10,19,40,2,30
Air India,Kolkata,Banglore,2.0,12324,21,5,16,50,5,35,12,45
Multiple carriers,Delhi,Cochin,1.0,7038,1,6,14,55,22,30,7,35
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,21,10,23,25,26,15
Multiple carriers,Delhi,Cochin,1.0,6427,27,3,15,15,1,35,10,20
Multiple carriers,Delhi,Cochin,1.0,14533,15,5,8,0,19,15,11,15
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,16,30,18,15,25,45
Jet Airways,Delhi,Cochin,2.0,14300,15,6,12,15,12,35,24,20
Jet Airways,Kolkata,Banglore,1.0,9314,9,5,20,25,18,0,21,35
Jet Airways,Kolkata,Banglore,1.0,13941,6,5,6,30,8,15,25,45
Jet Airways,Delhi,Cochin,2.0,11150,27,6,23,5,19,0,19,55
Vistara,Kolkata,Banglore,1.0,9345,21,5,7,10,20,20,13,10
Jet Airways,Delhi,Cochin,1.0,10262,24,6,2,15,4,25,26,10
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,21,10,8,15,11,5
Jet Airways,Delhi,Cochin,2.0,11733,6,6,19,30,12,35,17,5
Jet Airways,Delhi,Cochin,2.0,9254,21,3,10,20,18,50,32,30
IndiGo,Delhi,Cochin,1.0,6147,27,6,15,10,20,0,4,50
Jet Airways,Delhi,Cochin,2.0,13882,6,6,9,25,4,25,19,0
Jet Airways,Delhi,Cochin,2.0,15129,24,5,23,5,4,25,29,20
Jet Airways,Delhi,Cochin,1.0,10577,9,6,16,0,4,25,12,25
IndiGo,Kolkata,Banglore,0.0,4174,3,4,15,15,17,45,2,30
SpiceJet,Kolkata,Banglore,1.0,4649,1,5,15,5,20,20,5,15
Air India,Banglore,Delhi,0.0,5228,15,4,13,20,16,10,2,50
Jet Airways,Kolkata,Banglore,1.0,11467,1,5,17,0,14,25,21,25
Air India,Delhi,Cochin,2.0,13547,9,5,7,5,7,40,24,35
SpiceJet,Mumbai,Hyderabad,0.0,2017,3,6,22,45,0,15,1,30
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,20,0,9,20,13,20
Multiple carriers,Delhi,Cochin,1.0,6007,27,6,11,40,21,0,9,20
Air Asia,Banglore,New Delhi,0.0,7652,3,3,5,50,8,40,2,50
Air India,Delhi,Cochin,0.0,6094,6,6,14,10,17,10,3,0
IndiGo,Delhi,Cochin,1.0,6093,24,6,7,30,21,0,13,30
IndiGo,Delhi,Cochin,0.0,5601,27,5,21,5,0,20,3,15
GoAir,Delhi,Cochin,1.0,4106,9,4,7,25,13,20,5,55
Multiple carriers,Delhi,Cochin,1.0,9646,15,5,7,5,16,10,9,5
Multiple carriers,Delhi,Cochin,1.0,12537,27,3,9,55,21,0,11,5
Jet Airways,Kolkata,Banglore,1.0,13067,9,5,17,0,21,5,28,5
Jet Airways,Delhi,Cochin,1.0,10262,27,6,9,0,12,35,27,35
IndiGo,Kolkata,Banglore,0.0,4804,6,5,21,25,0,5,2,40
Air India,Delhi,Cochin,2.0,11071,15,6,20,0,19,15,23,15
Multiple carriers,Delhi,Cochin,1.0,10786,27,5,7,30,19,15,11,45
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,22,55,9,30,10,35
IndiGo,Banglore,Delhi,0.0,3943,18,6,21,15,0,15,3,0
Jet Airways,Delhi,Cochin,1.0,16079,21,5,19,45,19,0,23,15
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,8,0,23,0,15,0
SpiceJet,Banglore,New Delhi,1.0,23267,1,3,10,20,18,15,7,55
IndiGo,Kolkata,Banglore,0.0,6038,24,3,9,35,12,20,2,45
Jet Airways,Delhi,Cochin,2.0,12819,24,6,23,5,4,25,29,20
Vistara,Banglore,New Delhi,0.0,4353,24,3,21,10,0,5,2,55
Air India,Banglore,New Delhi,0.0,4441,18,3,13,20,16,10,2,50
SpiceJet,Delhi,Cochin,1.0,4957,1,4,17,55,22,50,4,55
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,8,0,15,15,7,15
SpiceJet,Mumbai,Hyderabad,0.0,2385,18,3,5,45,7,5,1,20
Air India,Delhi,Cochin,1.0,13832,6,3,12,30,9,25,20,55
IndiGo,Banglore,Delhi,0.0,4591,18,5,23,30,2,20,2,50
Jet Airways,Kolkata,Banglore,1.0,10539,6,6,17,0,14,25,21,25
Jet Airways,Delhi,Cochin,1.0,12373,9,5,19,15,19,0,23,45
Jet Airways,Delhi,Cochin,2.0,15439,9,4,11,40,19,0,7,20
IndiGo,Delhi,Cochin,1.0,7048,27,5,16,0,1,30,9,30
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,6,30,8,15,25,45
IndiGo,Delhi,Cochin,1.0,5883,15,6,10,35,1,30,14,55
Jet Airways,Kolkata,Banglore,1.0,6077,1,4,10,20,17,35,7,15
GoAir,Delhi,Cochin,1.0,6922,27,4,10,35,19,35,9,0
Jet Airways,Delhi,Cochin,1.0,5177,6,4,11,30,12,35,25,5
Jet Airways,Delhi,Cochin,1.0,14924,3,6,7,5,19,0,11,55
IndiGo,Delhi,Cochin,1.0,6069,18,5,16,0,21,0,5,0
Jet Airways,Banglore,New Delhi,1.0,22270,1,3,8,0,15,15,7,15
Jet Airways,Delhi,Cochin,1.0,10262,1,6,14,0,12,35,22,35
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,13,55,10,5,20,10
Vistara,Kolkata,Banglore,1.0,10027,24,5,17,0,9,5,16,5
IndiGo,Banglore,Delhi,0.0,4823,15,5,20,0,22,50,2,50
Jet Airways,Delhi,Cochin,2.0,17271,6,3,5,40,4,25,22,45
Jet Airways,Delhi,Cochin,1.0,12373,15,5,2,15,12,35,10,20
Jet Airways,Delhi,Cochin,2.0,15129,27,5,23,5,4,25,29,20
IndiGo,Delhi,Cochin,1.0,6838,9,6,9,15,21,0,11,45
Air India,Delhi,Cochin,2.0,10975,15,5,13,5,9,25,20,20
Air India,Delhi,Cochin,1.0,8372,15,5,9,0,19,15,10,15
SpiceJet,Kolkata,Banglore,0.0,3841,1,5,6,55,9,30,2,35
Jet Airways,Delhi,Cochin,0.0,9564,18,4,11,0,14,15,3,15
Air India,Kolkata,Banglore,1.0,10203,6,6,7,0,20,25,13,25
Jet Airways,Delhi,Cochin,1.0,18371,27,6,2,15,12,35,10,20
Jet Airways,Kolkata,Banglore,1.0,13584,6,5,18,55,10,5,15,10
Jet Airways,Delhi,Cochin,1.0,16079,27,5,22,50,19,0,20,10
Jet Airways,Banglore,New Delhi,0.0,18308,6,3,19,55,22,35,2,40
Jet Airways,Delhi,Cochin,2.0,13292,15,6,9,35,12,35,27,0
IndiGo,Banglore,Delhi,0.0,4591,15,4,23,30,2,20,2,50
IndiGo,Delhi,Cochin,1.0,11600,3,3,6,40,22,20,15,40
Jet Airways,Delhi,Cochin,2.0,15129,18,5,9,40,12,35,26,55
Jet Airways,Kolkata,Banglore,1.0,14388,15,5,6,30,12,0,5,30
Multiple carriers,Delhi,Cochin,1.0,13587,15,6,11,30,21,0,9,30
IndiGo,Delhi,Cochin,1.0,6442,27,4,7,35,16,10,8,35
Multiple carriers,Delhi,Cochin,1.0,9385,18,5,13,0,1,30,12,30
Jet Airways,Mumbai,Hyderabad,0.0,5678,27,5,19,35,21,5,1,30
Multiple carriers,Delhi,Cochin,1.0,9736,3,6,6,0,19,15,13,15
Jet Airways,Delhi,Cochin,1.0,14714,15,6,10,0,19,0,9,0
Jet Airways,Kolkata,Banglore,1.0,6959,12,6,18,55,4,40,9,45
IndiGo,Chennai,Kolkata,0.0,4326,24,3,5,15,7,35,2,20
Jet Airways,Kolkata,Banglore,1.0,13067,1,5,17,0,23,35,6,35
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,21,10,10,5,12,55
GoAir,Delhi,Cochin,1.0,5752,27,5,7,0,12,55,5,55
Jet Airways,Delhi,Cochin,2.0,14237,15,6,18,25,12,35,18,10
Jet Airways,Delhi,Cochin,2.0,11507,9,5,21,25,12,35,15,10
Jet Airways,Banglore,New Delhi,0.0,7229,24,3,8,20,11,15,2,55
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,18,55,20,45,25,50
Air India,Banglore,New Delhi,1.0,5932,15,3,11,50,8,55,21,5
Jet Airways,Kolkata,Banglore,1.0,10844,6,5,14,5,19,50,5,45
Vistara,Delhi,Cochin,0.0,6216,9,5,14,40,17,50,3,10
Air India,Delhi,Cochin,2.0,10441,9,6,22,0,19,15,21,15
IndiGo,Banglore,New Delhi,0.0,6144,3,3,23,30,2,20,2,50
Multiple carriers,Delhi,Cochin,1.0,7005,6,6,6,0,21,0,15,0
Air India,Banglore,New Delhi,1.0,7013,15,3,10,30,11,20,24,50
Air India,Delhi,Cochin,2.0,12497,24,6,13,15,7,40,18,25
Multiple carriers,Delhi,Cochin,1.0,10406,12,6,7,5,21,0,13,55
SpiceJet,Mumbai,Hyderabad,0.0,2385,1,5,13,15,14,45,1,30
IndiGo,Kolkata,Banglore,0.0,4804,1,5,15,30,18,5,2,35
GoAir,Banglore,New Delhi,0.0,7222,3,3,20,55,23,50,2,55
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,22,55,20,20,21,25
IndiGo,Kolkata,Banglore,0.0,5224,9,6,15,15,17,45,2,30
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,22,50,0,45,25,55
Jet Airways,Kolkata,Banglore,1.0,13364,1,4,14,5,19,50,5,45
Vistara,Kolkata,Banglore,1.0,9555,9,5,17,0,20,20,27,20
Air India,Delhi,Cochin,2.0,12970,1,6,17,15,19,15,26,0
IndiGo,Kolkata,Banglore,0.0,4148,12,3,15,10,17,45,2,35
Air India,Kolkata,Banglore,1.0,7893,1,4,17,30,8,55,15,25
Jet Airways,Kolkata,Banglore,1.0,10539,6,6,20,25,10,55,14,30
Jet Airways,Delhi,Cochin,1.0,12452,27,3,8,0,4,25,20,25
SpiceJet,Kolkata,Banglore,0.0,3873,12,4,6,55,9,30,2,35
Vistara,Banglore,Delhi,0.0,5613,12,4,17,0,19,35,2,35
Multiple carriers,Delhi,Cochin,1.0,13069,21,3,8,25,18,50,10,25
Air India,Banglore,New Delhi,2.0,12778,12,3,8,50,16,20,31,30
IndiGo,Banglore,Delhi,0.0,4823,9,6,20,0,22,50,2,50
Air India,Delhi,Cochin,2.0,11942,9,5,18,45,19,15,24,30
IndiGo,Mumbai,Hyderabad,0.0,5755,3,5,9,10,10,40,1,30
IndiGo,Kolkata,Banglore,0.0,4174,9,4,17,15,19,50,2,35
Jet Airways,Kolkata,Banglore,1.0,11134,24,3,16,55,22,35,5,40
Jet Airways,Delhi,Cochin,1.0,10262,12,6,11,30,12,35,25,5
Jet Airways,Kolkata,Banglore,1.0,12692,6,6,9,35,18,0,8,25
Air India,Mumbai,Hyderabad,0.0,3100,18,6,13,55,15,25,1,30
Air India,Kolkata,Banglore,2.0,12534,18,5,8,20,20,25,12,5
Jet Airways,Delhi,Cochin,1.0,12373,9,5,11,30,12,35,25,5
Air Asia,Delhi,Cochin,1.0,7353,18,5,16,45,7,10,14,25
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,16,30,12,0,19,30
Air India,Delhi,Cochin,0.0,6094,21,4,5,10,8,0,2,50
SpiceJet,Banglore,New Delhi,0.0,6860,3,3,9,35,12,30,2,55
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,20,0,19,50,23,50
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,11,40,11,25,23,45
Jet Airways,Delhi,Cochin,1.0,12898,21,5,9,0,12,35,27,35
SpiceJet,Mumbai,Hyderabad,0.0,2753,12,6,5,45,7,15,1,30
Air India,Delhi,Cochin,3.0,10703,1,6,5,15,19,15,38,0
Multiple carriers,Delhi,Cochin,1.0,6145,27,3,7,10,22,20,15,10
Jet Airways,Kolkata,Banglore,1.0,11467,6,5,20,25,18,0,21,35
SpiceJet,Mumbai,Hyderabad,0.0,2017,15,6,22,45,0,15,1,30
IndiGo,Banglore,New Delhi,0.0,7303,3,3,20,0,22,55,2,55
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,22,50,21,20,22,30
Jet Airways,Banglore,Delhi,0.0,4544,24,4,17,45,20,45,3,0
IndiGo,Mumbai,Hyderabad,0.0,4049,18,6,9,15,10,45,1,30
IndiGo,Delhi,Cochin,1.0,6147,9,5,15,10,20,0,4,50
IndiGo,Delhi,Cochin,1.0,6442,15,6,7,35,16,10,8,35
Jet Airways,Delhi,Cochin,1.0,14714,6,6,22,50,4,25,5,35
Jet Airways,Kolkata,Banglore,1.0,9663,6,5,16,30,19,50,27,20
Jet Airways,Kolkata,Banglore,1.0,10844,12,5,6,30,16,20,9,50
SpiceJet,Kolkata,Banglore,1.0,4649,6,6,15,5,20,20,5,15
Multiple carriers,Delhi,Cochin,1.0,13587,24,6,9,0,21,0,12,0
Jet Airways,Delhi,Cochin,1.0,10262,24,6,17,30,4,25,10,55
Jet Airways,Delhi,Cochin,1.0,15554,18,5,10,0,19,0,9,0
Jet Airways,Kolkata,Banglore,1.0,12692,6,6,17,0,9,45,16,45
Jet Airways,Delhi,Cochin,2.0,15812,1,6,11,40,19,0,7,20
Vistara,Banglore,Delhi,0.0,5403,1,4,21,0,23,50,2,50
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,5,45,10,25,4,40
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,14,5,8,15,18,10
IndiGo,Delhi,Cochin,1.0,14871,3,3,8,25,21,0,12,35
Jet Airways,Mumbai,Hyderabad,0.0,8040,1,4,7,5,8,30,1,25
Jet Airways,Banglore,New Delhi,1.0,14815,6,3,8,0,5,5,21,5
IndiGo,Banglore,Delhi,0.0,4823,27,6,18,25,21,20,2,55
Jet Airways,Banglore,Delhi,0.0,8016,12,6,15,15,18,10,2,55
Air Asia,Banglore,Delhi,0.0,4483,18,4,11,10,13,55,2,45
Vistara,Banglore,Delhi,0.0,5613,24,4,19,30,22,15,2,45
Multiple carriers,Delhi,Cochin,1.0,6630,21,3,4,45,19,15,14,30
SpiceJet,Kolkata,Banglore,0.0,3841,9,6,17,10,19,40,2,30
IndiGo,Mumbai,Hyderabad,0.0,4049,6,5,9,10,10,40,1,30
Air India,Delhi,Cochin,1.0,15407,6,3,7,0,7,40,24,40
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,7,0,12,25,5,25
Jet Airways,Kolkata,Banglore,1.0,7594,12,6,14,5,4,40,14,35
IndiGo,Banglore,New Delhi,0.0,8033,24,3,13,0,15,50,2,50
Jet Airways,Delhi,Cochin,2.0,13014,9,6,9,40,12,35,26,55
Multiple carriers,Delhi,Cochin,1.0,7408,12,6,8,0,21,0,13,0
Air India,Delhi,Cochin,1.0,5704,21,3,13,30,23,0,9,30
Jet Airways,Delhi,Cochin,2.0,13376,15,6,14,35,4,25,13,50
Jet Airways,Delhi,Cochin,1.0,14053,9,3,15,5,4,25,13,20
IndiGo,Delhi,Cochin,1.0,6582,9,5,2,0,7,25,5,25
IndiGo,Banglore,Delhi,0.0,4823,3,6,7,10,10,5,2,55
Air India,Delhi,Cochin,2.0,11543,15,5,5,55,7,40,25,45
Air Asia,Kolkata,Banglore,0.0,5645,21,4,22,50,1,20,2,30
Multiple carriers,Delhi,Cochin,1.0,14848,12,6,9,0,19,15,10,15
Jet Airways,Delhi,Cochin,1.0,12898,21,5,11,30,12,35,25,5
IndiGo,Banglore,Delhi,0.0,4823,27,5,16,55,19,55,3,0
Jet Airways,Delhi,Cochin,2.0,10368,9,6,9,40,19,0,9,20
IndiGo,Delhi,Cochin,1.0,6412,27,6,16,10,22,30,6,20
Jet Airways,Delhi,Cochin,1.0,15554,9,5,19,15,19,0,23,45
Vistara,Kolkata,Banglore,1.0,9345,6,6,20,20,23,25,27,5
Jet Airways,Delhi,Cochin,2.0,12819,27,6,23,5,4,25,29,20
Multiple carriers,Delhi,Cochin,1.0,9856,9,3,13,15,22,20,9,5
IndiGo,Chennai,Kolkata,0.0,3850,3,6,7,55,10,15,2,20
Air India,Delhi,Cochin,2.0,9925,9,5,9,45,9,25,23,40
Vistara,Banglore,Delhi,0.0,4668,6,5,11,30,14,20,2,50
Jet Airways,Delhi,Cochin,2.0,13292,6,6,21,25,19,0,21,35
Multiple carriers,Delhi,Cochin,1.0,6007,27,6,12,50,21,0,8,10
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,18,55,12,0,17,5
SpiceJet,Mumbai,Hyderabad,0.0,1965,6,6,22,45,0,15,1,30
Jet Airways,Kolkata,Banglore,1.0,14571,24,5,18,55,12,0,17,5
Air India,Delhi,Cochin,1.0,7690,9,6,9,45,9,25,23,40
Jet Airways,Banglore,Delhi,0.0,4030,24,5,7,10,10,10,3,0
IndiGo,Banglore,Delhi,0.0,4823,27,5,8,30,11,20,2,50
SpiceJet,Kolkata,Banglore,0.0,3873,27,4,22,20,0,40,2,20
Jet Airways,Kolkata,Banglore,1.0,10844,9,5,6,30,19,50,13,20
Multiple carriers,Delhi,Cochin,1.0,17057,6,3,2,15,13,20,11,5
Vistara,Banglore,New Delhi,0.0,5613,21,3,16,0,18,35,2,35
SpiceJet,Kolkata,Banglore,1.0,8479,6,5,11,35,18,50,7,15
Jet Airways,Mumbai,Hyderabad,0.0,4160,15,3,10,20,11,50,1,30
Jet Airways,Kolkata,Banglore,1.0,11134,24,3,19,45,12,0,16,15
Air India,Kolkata,Banglore,2.0,11642,18,5,16,50,5,35,12,45
IndiGo,Banglore,Delhi,0.0,4823,15,4,8,30,11,20,2,50
Air India,Delhi,Cochin,0.0,5831,9,3,5,10,8,0,2,50
Jet Airways,Delhi,Cochin,2.0,13344,24,6,5,30,12,35,7,5
IndiGo,Kolkata,Banglore,0.0,4804,27,4,14,25,16,55,2,30
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,16,30,16,20,23,50
Jet Airways,Mumbai,Hyderabad,0.0,3205,3,4,10,20,11,50,1,30
SpiceJet,Delhi,Cochin,1.0,11726,3,3,16,35,22,50,6,15
SpiceJet,Kolkata,Banglore,0.0,3873,3,5,6,55,9,30,2,35
Air India,Banglore,Delhi,0.0,6961,12,6,10,0,12,45,2,45
Jet Airways,Delhi,Cochin,1.0,12242,27,3,19,45,4,25,8,40
SpiceJet,Banglore,Delhi,0.0,4423,21,4,5,55,8,35,2,40
Jet Airways,Kolkata,Banglore,1.0,14151,18,5,20,25,22,5,25,40
Multiple carriers,Delhi,Cochin,1.0,9385,18,5,13,0,21,0,8,0
Jet Airways,Delhi,Cochin,1.0,14714,3,6,18,15,4,25,10,10
IndiGo,Banglore,Delhi,0.0,4823,9,4,18,55,21,50,2,55
Jet Airways,Banglore,Delhi,0.0,7229,15,6,18,55,22,0,3,5
Air Asia,Banglore,Delhi,0.0,4483,24,5,23,55,2,45,2,50
SpiceJet,Chennai,Kolkata,0.0,3543,27,6,17,45,20,5,2,20
IndiGo,Delhi,Cochin,1.0,6442,15,5,11,55,22,30,10,35
Air India,Banglore,New Delhi,0.0,4441,24,3,21,10,23,55,2,45
IndiGo,Banglore,Delhi,0.0,4990,12,4,16,55,19,55,3,0
SpiceJet,Kolkata,Banglore,0.0,3841,9,6,9,0,11,25,2,25
Multiple carriers,Delhi,Cochin,1.0,10261,1,6,11,40,19,15,7,35
Jet Airways,Delhi,Cochin,2.0,11118,27,6,9,40,12,35,26,55
SpiceJet,Banglore,Delhi,0.0,3625,15,5,21,10,0,5,2,55
SpiceJet,Chennai,Kolkata,0.0,3597,6,6,8,20,10,35,2,15
SpiceJet,Mumbai,Hyderabad,0.0,2017,15,6,13,15,14,45,1,30
Jet Airways,Banglore,New Delhi,1.0,17471,6,3,22,50,23,0,24,10
Air India,Delhi,Cochin,2.0,10975,27,6,9,45,9,25,23,40
Jet Airways,Delhi,Cochin,2.0,15129,21,5,23,5,19,0,19,55
Air India,Delhi,Cochin,2.0,11228,18,5,22,0,19,15,21,15
IndiGo,Banglore,Delhi,0.0,4423,21,4,6,5,8,50,2,45
GoAir,Kolkata,Banglore,1.0,6686,1,5,23,30,7,45,8,15
SpiceJet,Banglore,Delhi,0.0,3919,15,4,21,10,0,5,2,55
Jet Airways,Delhi,Cochin,1.0,5406,1,4,17,30,12,35,19,5
Jet Airways,Banglore,Delhi,0.0,6478,27,6,7,10,10,10,3,0
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,20,0,16,20,20,20
Multiple carriers,Delhi,Cochin,1.0,12524,1,6,8,45,19,0,10,15
IndiGo,Delhi,Cochin,1.0,13611,9,3,16,0,1,35,9,35
Air India,Delhi,Cochin,2.0,13591,9,5,14,25,19,15,28,50
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,14,5,8,15,18,10
SpiceJet,Kolkata,Banglore,0.0,3873,6,4,17,10,19,40,2,30
Jet Airways,Banglore,Delhi,0.0,7229,1,6,8,20,11,20,3,0
Jet Airways,Delhi,Cochin,1.0,12373,18,5,8,0,4,25,20,25
Jet Airways,Banglore,Delhi,0.0,6144,24,5,19,50,22,50,3,0
Multiple carriers,Delhi,Cochin,1.0,9794,9,5,10,20,19,0,8,40
Multiple carriers,Delhi,Cochin,1.0,14533,18,5,9,0,19,15,10,15
Jet Airways,Banglore,Delhi,0.0,7229,1,4,6,0,8,45,2,45
Jet Airways,Delhi,Cochin,1.0,12898,27,6,21,50,4,25,6,35
SpiceJet,Delhi,Cochin,1.0,5726,3,6,8,45,13,15,4,30
SpiceJet,Mumbai,Hyderabad,0.0,2017,6,5,5,45,7,15,1,30
Multiple carriers,Delhi,Cochin,1.0,15147,6,3,6,0,15,30,9,30
Jet Airways,Banglore,Delhi,0.0,5198,12,4,7,10,10,10,3,0
IndiGo,Kolkata,Banglore,1.0,5069,15,5,8,10,13,0,4,50
Air India,Kolkata,Banglore,2.0,8366,1,5,9,25,18,20,8,55
Multiple carriers,Delhi,Cochin,1.0,17057,3,3,7,5,13,20,6,15
IndiGo,Delhi,Cochin,1.0,6442,9,5,6,50,16,10,9,20
SpiceJet,Kolkata,Banglore,0.0,3873,1,6,6,55,9,30,2,35
IndiGo,Delhi,Cochin,0.0,6015,1,6,14,25,17,40,3,15
Jet Airways,Banglore,New Delhi,1.0,11087,18,3,22,50,10,25,11,35
IndiGo,Kolkata,Banglore,1.0,4226,9,4,19,55,23,50,3,55
IndiGo,Delhi,Cochin,1.0,6674,6,6,6,50,22,30,15,40
Jet Airways,Kolkata,Banglore,1.0,14151,15,5,20,25,23,35,27,10
Jet Airways,Kolkata,Banglore,1.0,14781,12,5,6,30,18,15,11,45
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,18,55,8,15,13,20
Jet Airways,Kolkata,Banglore,1.0,9663,9,5,21,10,12,0,14,50
Multiple carriers,Delhi,Cochin,1.0,9486,21,5,9,45,0,55,15,10
Air India,Kolkata,Banglore,2.0,12723,18,5,5,50,12,30,30,40
Jet Airways,Delhi,Cochin,1.0,10262,24,6,15,0,19,0,28,0
SpiceJet,Banglore,Delhi,0.0,3919,24,5,21,10,0,5,2,55
Jet Airways,Delhi,Cochin,2.0,13292,24,6,5,30,4,25,22,55
Jet Airways,Kolkata,Banglore,1.0,13941,18,5,21,10,4,40,7,30
Jet Airways,Delhi,Cochin,2.0,13376,9,6,6,45,4,25,21,40
Multiple carriers,Delhi,Cochin,1.0,9718,27,5,10,0,21,0,11,0
Jet Airways,Banglore,Delhi,0.0,4544,1,5,15,15,18,10,2,55
Jet Airways,Banglore,Delhi,0.0,7754,21,6,17,45,20,45,3,0
IndiGo,Delhi,Cochin,1.0,6526,27,5,6,40,21,0,14,20
Air India,Kolkata,Banglore,2.0,11222,9,5,8,20,11,10,26,50
Air India,Delhi,Cochin,2.0,10441,3,6,19,45,19,15,23,30
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,14,5,23,35,9,30
Jet Airways,Banglore,Delhi,0.0,7229,1,6,18,55,22,0,3,5
IndiGo,Delhi,Cochin,1.0,6493,3,6,17,5,22,25,5,20
SpiceJet,Banglore,Delhi,0.0,4319,6,4,9,30,12,20,2,50
IndiGo,Banglore,New Delhi,0.0,10067,1,3,8,30,11,30,3,0
IndiGo,Kolkata,Banglore,1.0,4864,15,5,7,10,12,40,5,30
Jet Airways,Delhi,Cochin,2.0,10368,15,6,9,40,4,25,18,45
IndiGo,Delhi,Cochin,1.0,7503,15,5,9,15,21,0,11,45
IndiGo,Banglore,New Delhi,0.0,6860,9,3,10,5,13,0,2,55
Jet Airways,Delhi,Cochin,2.0,13376,6,6,6,45,4,25,21,40
Air India,Delhi,Cochin,2.0,11185,9,6,7,5,9,25,26,20
Multiple carriers,Delhi,Cochin,1.0,14067,24,5,13,0,21,0,8,0
Jet Airways,Delhi,Cochin,2.0,21219,6,5,11,40,19,0,7,20
Multiple carriers,Delhi,Cochin,1.0,12192,15,6,7,0,19,0,12,0
Jet Airways,Kolkata,Banglore,1.0,8586,6,6,20,0,4,40,8,40
Air India,Kolkata,Banglore,2.0,12324,21,5,16,50,5,35,12,45
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,14,5,16,20,26,15
Jet Airways,Delhi,Cochin,2.0,8834,27,3,19,10,19,45,24,35
Jet Airways,Banglore,New Delhi,1.0,10972,18,3,14,5,7,40,17,35
Jet Airways,Banglore,Delhi,0.0,8016,6,6,17,45,20,45,3,0
Air India,Kolkata,Banglore,2.0,10151,6,5,12,0,7,55,19,55
IndiGo,Delhi,Cochin,1.0,6818,15,6,5,5,12,10,7,5
IndiGo,Mumbai,Hyderabad,0.0,2227,1,6,21,20,22,50,1,30
IndiGo,Delhi,Cochin,1.0,7514,3,6,6,50,16,10,9,20
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,16,30,4,40,12,10
Multiple carriers,Delhi,Cochin,1.0,6916,9,3,7,5,16,10,9,5
Vistara,Kolkata,Banglore,1.0,12102,24,3,17,0,22,10,29,10
Jet Airways,Delhi,Cochin,2.0,10368,9,6,5,30,4,25,22,55
Jet Airways,Delhi,Cochin,1.0,14714,1,6,9,0,19,0,10,0
